,곡명,가사,좋아요수
138,핸드폰 좀 꺼줄래,"(Cell phones)
(Lost friendship)
(Where are you, my friend?)
Cellphone Go!
핸드폰 좀 꺼줄래
모두가 스마트하다지만
우린 점점 멍청해지잖아 (Ooh)
핸드폰 좀 꺼줄래
얼굴 보고 멘션 날려
좋아요는 난 필요 없어 (Oh, oh-oh)
화장실 간단 말까지 넌 폰으로 해
그리곤 센스 있다는 듯 살짜쿵 웃네
난 전혀 안 웃겨 몇 달 만에 본 너
왜 급 인기남인 척? 로또라도 맞았어?
로또라니 정신 차려 새 폰으로 바꿨잖아 친구
정보화 시대야 알다시피 대한민국 인구
절반 이상이 스마트한 21세기
얼굴 보고 얘기하는 건 한물간 먼 나라 얘기
오랜만에 만났으면서 왜 또 그렇게 싸워?
폰? 일단 밥 한 끼가 우리다워
여자친구는 있냐? 니 새 폰이 아까워
군대 간 영수처럼..’은 싫다 이뤄져라 마법
어디 갈래? 아 나 저기 갈래
여기가 제일 핫스팟 같애
밥 먹고는 뭐해 우리 식상한 PC방은 그만
아니 근데, 그 사람이 말할 때는 좀..
핸드폰 좀 꺼줄래
모두가 스마트하다지만
우린 점점 멍청해지잖아 (Ooh)
핸드폰 좀 꺼줄래
얼굴 보고 멘션 날려
좋아요는 난 필요 없어 (Oh, oh-oh)
You might also like밀어서 잠금 해제 밀어서 잠금 해제
미웠어 너의 (탁) 미웠어 너의 (쉬웅~!)
밀어서 잠금 해제 밀어서 잠금 해제
눌러줘 너의 (찰칵 찰칵) 눌러줘 너의 (찰칵)
음식을 눈으로 먹냐 여자애들처럼
사진 좀 찍지 마라 내 입맛 떨어져
또 업뎃하기 바쁘겠지 얼굴책 아님 짹짹이에
인생은 3D야 내 얼굴 보고 짹짹대
짹짹대 넌 tap tap 하며 켁켁대
밥알 튀어 그 놈의 핸드폰으로 백백 대
맞아야지 정신 좀 들겠냐
니 배터리 없을 때 우린 충전돼 있겠냐
핸드폰 좀 꺼줄래
아니면 주머니에 넣어줄래
요즘 모두가 스마트해졌다 하지만
시대는 좋아졌지만 두 배로 서두르네
가끔 그리워 서로 얼굴보고 얘기 나눠대던 그때가
소통은 많아졌지만 우리들 사이엔 시끄러운 침묵만
핸드폰 좀 꺼줄래
모두가 스마트하다지만
우린 점점 멍청해지잖아 (Ooh)
핸드폰 좀 꺼줄래
얼굴 보고 멘션 날려
좋아요는 난 필요 없어 (Oh, oh-oh)
메세지도 셀카도 난 다 필요 없는 걸
난 핸드폰도 음식도 아닌 널 보러 온 걸
야 이건 좀 아니야 우리가 어떤 사이야
웃기만 해도 행복했잖아 (turn it off, man)
핸드폰 좀 꺼줄래 (Yeah)
모두가 스마트하다지만
우린 점점 멍청해지잖아 (멍청해지잖아)
핸드폰 좀 꺼줄래
얼굴 보고 멘션 날려
좋아요는 난 필요 없어 (Oh, oh-oh)
밀어서 잠금 해제 (Yeah) 밀어서 잠금 해제 (Yeah, yeah)
미웠어 너의 (탁) 미웠어 너의 (쉬웅~!) (Oh, oh, oh)
밀어서 잠금 해제 밀어서 잠금 (잠금) 해제 (Oh, oh, oh)
눌러줘 너의 (찰칵 찰칵) 눌러줘 너의 (찰칵) (Oh, yeah)","29,164"
139,Interlude : Wings,"Take me to the sky
Put your hands up to the sky
Yeah, if you feelin' the vibe
Uh, if you're ready to fly
Yo J, let's do it
어릴 적의 날 기억해
큰 걱정이 없었기에
이 작은 깃털이 날개가 될 것이고
그 날개로 날아보게 해줄 거란
믿음, 신념 가득 차 있었어
웃음소리와 함께
(새처럼) 가지 말라는 길을 가고
하지 말라는 일을 하고
원해선 안 될 걸 원하고
또 상처받고, 상처받고
You can call me stupid
그럼 난 그냥 씩 하고 웃지
난 내가 하기 싫은 일로
성공하긴 싫어 난 날 밀어 Word
난 날 믿어 내 등이 아픈 건
날개가 돋기 위함인 걸
날 널 믿어 지금은 미약할지언정
끝은 창대한 비약일 걸
Fly, fly up in the sky
Fly, fly get 'em up high
니가 택한 길이야 새꺄 쫄지 말어
이제 고작 첫 비행인 걸 uh
Take me to the sky
훨훨 날아갈 수 있다면
영영 달아날 수 있다면
If my wings could fly
점점 무거워지는 공기를 뚫고 날아
날아 나 날아 난 날아가
Higher than higher than
Higher than the sky
날아 나 날아 난 날아가
붉게 물든 날개를 힘껏
You might also likeSpread, spread, spread my wings
La-la-la, la-la-la
La-la-la, la-la-la
Spread, spread, spread my wings
La-la-la, la-la-la
La-la-la, la-la-la
Wings are made to fly, fly, fly
Fly, fly, fly
If my wings could fly","29,015"
140,여기 봐,"What's poppin' girl?
또 만나는
What's wrong with you?
처음에는 단지 호기심으로
시작해 네게 관심을 보이지
Holy shit 그래 니가 날 도외시해도
내게 빠져드는 시간 for a minute
제법 우린 어울리지 니가 없는
나는 빛을 잃은 Seoul city
호시탐탐 너의 빈자리를 노려 토끼굴 그래피티
너 없는 하루란 단막극은 tragedy
우리 만남은 우연이 아니야
너를 만난 건 내 바램이었어
너는 꽃이고 나는 벌이야
너는 꿀이고 나는 곰이야
어쩌면 책 읽듯이 말이 술술 나올까
어딘지 모르게 넌 나를 닮은 것 같아
너무 예뻐 넌 느낌이 좀 나
매력이 터져 이제 내게 줘봐
여기 봐 도망가지 마
여기 봐 도망가지 마
여기 봐 도망가지 마
조만간 니가 날 원할 테니까
외롭다고 징징댈 땐 이미 늦었어
니 아리따운 매력 내가 알아버렸어
Baby come on
처음엔 열 번 문자에 한 번 답장하던 너
나중엔 먼저 전화해 하루종일 나만 찾아대
여기 봐 도망가지 마
여기 봐 도망가지 마
여기 봐 도망가지 마
*여기 봐*
You might also like나란 남자 너에게 다가간 재주
인정해줘 널 위해 달린 내 계주
에츄 재채기 같은 말을 해도 Bless you
지루하면 내 모습 매주 debut
한 듯이 널 향해 가 줄게 뭘 바래
너도 나와 함께 사랑의 바다 항해
넌 도둑 난 경찰 훔친 값은 해
너 없으면 외로운 도시 속의 나그네
너를 원해
우리 만남은 우연이 아니야
너를 만난 건 내 바램이었어
너는 꽃이고 나는 벌이야
너는 꿀이고 나는 곰이야
어쩌면 책 읽듯이 말이 술술 나올까
어딘지 모르게 넌 나를 닮은 것 같아
너무 예뻐 넌 느낌이 좀 나
매력이 터져 이제 내게 줘봐
여기 봐 도망가지 마
여기 봐 도망가지 마
여기 봐 도망가지 마
조만간 니가 날 원할 테니까
외롭다고 징징댈 땐 이미 늦었어
니 아리따운 매력 내가 알아버렸어
Baby come on
Love your 알렉산더 왕 love your 이자벨 마랑
Baby 고만 튕겨대 C'mon show me what you got
You sexy girl 나한텐 그게 중요해
(넌 내 이상형 충족) 우리 결혼해
내 일상에 피쳐링 중인
너 몸무겐 99킬로
널 떨칠 수 없어 너무 미워
오늘도 이렇게 운 띄워
너는 귀티 아님 pretty 혹은 진리 아님 이치
Yo my genie 람보르기니 be my teenie weenie
Mini – 넌 비키니와 마티니 또 Mercedes 참 멋지지
너무 이미 니가 지치니 stop that eenie meenie miny
여기서 날 제발 꺼내줘
Let me switch your mind 제발 변해줘
아 거기 서 봐 let me walk with ya
우쭈쭈 그랬쪄 해줘 Get it?
여기 봐 도망가지 마
여기 봐 도망가지 마
여기 봐 도망가지 마
조만간 니가 날 원할 테니까
외롭다고 징징댈 땐 이미 늦었어
니 아리따운 매력 내가 알아버렸어
Baby come on
처음엔 열 번 문자에 한 번 답장하던 너
나중엔 먼저 전화해 하루종일 나만 찾아대
여기 봐 도망가지 마
여기 봐 도망가지 마
여기 봐 도망가지 마
*여기 봐*","28,853"
141,Filter,"너의 따분한 그 표정 지루한 발끝
Please, look at me now
핸드폰은 내려놔 고개 돌릴 생각도 마
Let me know your type
날 골라 쓰면 돼 yeah
Oh, 너의 눈을 나의 손으로 포개
Oh, 다가가 비밀에
널 데려갈게 완전히 새로운 세상에
Yeah, 네 감은 눈을 떠봐 이제 go
팔레트 속 색을 섞어 pick your filter
어떤 나를 원해?
너의 세상을 변화시킬 I’m your filter
네 맘에 씌워줘
(Okay) 어때 조금 느낌이 와? 아직 모자라?
(Yes) Girl, you have your chance
I can be your Genie
How ‘bout Aladdin?
뭐든 돼 줄게
날 골라 쓰면 돼 yeah
Oh, 네 꿈처럼 널 감싸 안을 거야
Oh, 은밀한 spec이야
난 너를 위해 매일 새로울 거야
늘 똑같은 건 재미없잖아
팔레트 속 색을 섞어 pick your filter
어떤 나를 원해?
너의 세상을 변화시킬 I’m your filter
네 맘에 씌워줘
You might also like불현듯 아이로 변한 날 봐
볼수록 귀여워 미치도록 (미치도록)
취향도 기준도 뛰어넘어
넌 오직 나만을 원하게 돼
Yeah, 날 만든 사람 바로 너니까
난 여태 네가 본 적 없는 brand new filter
내게 널 맡겨봐
더 짜릿한 걸 볼 수 있게 pick your filter
나만을 담아봐
Na-na-na-na-na-na-na-na-na
Pick your filter 나만을 담아봐
Na-na-na-na-na-na-na-na-na
I’m your filter 내게 널 맡겨봐
새로운 우리가 될 거야
Ayy, 날 네 맘에 씌워줘","28,698"
142,고민보다 Go,"Dollar, dollar
하루아침에 전부 탕진
달려 달려 내가 벌어 내가 사치
달려, 달려, 달려, 달려
달려, 달려 (Yeah, yeah, yeah, yeah!)
난 원해 cruisin' on the bay
원해 cruisin' like Nemo
돈은 없지만 떠나고 싶어 멀리로
난 돈은 없지만서도 풀고 싶어 피로
돈 없지만 먹고 싶어 오노 지로 (Swish)
열일 해서 번 나의 pay, yeah
전부 다 내 배에
티끌 모아 티끌 탕진잼 다 지불해
내버려둬 과소비 해버려도 (Ho)
내일 아침 내가 미친놈처럼 (Ho)
내 적금을 깨버려도 (Woo, woo)
Ooh, 내일은 없어
내 미랜 벌써 저당 잡혔어 (잡혔어)
Ooh, 내 돈을 더 써
친구들, what's up?
Do you want some? (Want some?)
Dollar, dollar
하루아침에 전부 탕진
달려, 달려, man, I spend it like some party
Dollar, dollar
쥐구멍 볕들 때까지
해가 뜰 때까지
(다시, 다시, 다시, woo)
Yolo, yolo, yolo, yo
Yolo, yolo, yo
탕진잼, 탕진잼, 탕진잼 (탕진잼, 탕진잼)
Yolo, yolo, yolo, yo (Yo)
Where my money? Yah
탕진잼, 탕진잼, 탕진잼 (Sway, sway, woo)
*Yolo, yolo, yolo, yo* (Yo)
*Yolo, yolo, yo* (Yah)
*탕진잼, 탕진잼, 탕진잼* (Woo, woo, woo)
Yolo, yolo, yolo, yo (Ta)
Where the party? Yah
탕진잼, 탕진잼, 탕진잼
You might also likeWhere my money? Yah (Woo)
Where the party? Yah (Woo)
내 일주일 월화수목, 금, 금, 금, 금
내 통장은, yah (Woo)
밑 빠진 독이야 (Woo)
난 매일같이 물 붓는 중
차라리 걍 깨버려
걱정만 하기엔 우린 꽤 젊어 (Yo)
오늘만은 고민보단 go 해버려
쫄면서 아끼다간 똥이 돼버려
문대버려 (버려, 버려, yo)
Dollar, dollar
하루아침에 전부 탕진
달려, 달려, man, I spend it like some party
Dollar, dollar
쥐구멍 볕들 때까지
해가 뜰 때까지
(다시, 다시, 다시, woo)
Yolo, yolo, yolo, yo
Yolo, yolo, yo
탕진잼, 탕진잼, 탕진잼 (탕진잼, 탕진잼)
Yolo, yolo, yolo, yo (Yo)
Where my money? Yah
탕진잼, 탕진잼, 탕진잼 (Sway, sway, woo)
*Yolo, yolo, yolo, yo* (Yo)
*Yolo, yolo, yo* (Yah)
*탕진잼, 탕진잼, 탕진잼* (Woo, woo, woo)
Yolo, yolo, yolo, yo (Ta)
Where the party? Yah
탕진잼, 탕진잼, 탕진잼
고민보다 go (Go)
고민보다 go (Go)
고민보다 go, go (Everybody)
고민보다 go (Go)
고민보다 go (Go)
고민보다 go, go (Everybody)
고민보다 go (Go)
고민보다 go (Go)
고민보다 go, go (Everybody)
고민보다 go (Go)
고민보다 go (Go)
고민보다 go, go (Everybody)
고민보다 go (Go)
고민보다 go (Go)
고민보다 go, go (Everybody)
고민보다 go (Go)
고민보다 go (Go)
고민보다 go, go (Everybody)","28,675"
143,Outro : Her,"The world is a complex
We wus lookin' for love
나도 그냥 그런 사람들 중 하나였어
진짜 사랑인지 뭔지 믿지도 않으면서
습관처럼 사랑하고 싶다 지껄였던
But I found myself
The whole new myself
나도 헷갈려 대체 어떤 게 진짜 난지
널 만나고 내가 책이란 걸 안 걸까
아님 니가 내 책장을 넘긴 걸까
Damn
어쨌든 난 네게 최고의 남자길 원해
아마 당연해 넌 내게 이 세계 그 자체였기에
죽을 거면 꼭 나와 같이 죽겠다던 때
니가 원하는 내가 되기로 God I swore to myself
So many complex
But I'm lookin' for love
가짜 나라도 좋아 니가 안아준다면
넌 내게 시작이자 결말 자체니까
니가 날 끝내주라
내 모든 wonder
에 대한 answer
I call you her, her
'Cause you're my tear, tear
내 모든 wonder
에 대한 answer
I call you her, her
'Cause you're my tear, tear
어쩌면 나는 너의 진실이자 거짓일지 몰라
어쩌면 당신의 사랑이자 증오
어쩌면 나는 너의 원수이자 벗
당신의 천국이자 지옥 때론 자랑이자 수모
난 절대 가면을 벗지 못해
이 가면 속의 난 니가 아는 걔가 아니기에
오늘도 make up to wake up
And dress up to mask on
당신이 사랑하는 내가 되기 위해
당신이 사랑하는 걔가 되기 위해서
그 좋아하던 XX도 끊었지
그저 당신을 위해서
싫어하는 옷도 과도한 메이크업도
당신의 웃음과 행복이 곧 내 행복의 척도
이런 내가 이런 내가 당신의 사랑 받을 자격 있을까
언제나 당신의 최고가 되기 위해 노력을 해
이런 모습은 몰랐음 해
You might also like내 모든 wonder
에 대한 answer
I call you her, her
'Cause you're my tear, tear
내 모든 wonder
에 대한 answer
I call you her, her
'Cause you're my tear, tear
늘 그랬듯이 mask on
환호로 날 반겨주는 her
그대만의 별. 아무 일 없이 빛나면서도
가장 빛나야 할 시간에 난 mask off
Lost star 내 짐을 내려놔 어둠을 즐겨
죽일 듯이 쏴대는 조명도 없으니 ye
그저 맘 가는 대로
감 닿는 대로, 날 안 잡는 대로
Tick tock the dark is over
다시 너의 최고가 되기 위해
내 자신을 붙잡어
사랑은 사람을 미치게 해
그래 미친놈의 각오
가장 나다운 식에 대입을 하고
전부인 너를 위해 내가 내린 해답을 줘
그걸 사랑해주는 너
그로 인해 노력하는 나
니 존재로 새로운 의미를 찾고 빛을 내는 밤
난 알았어 어둠이 끝나도
내겐 넌 아침이란 걸
You woke me up
내 모든 wonder
에 대한 answer
I call you her, her
'Cause you're my tear, tear
내 모든 wonder
에 대한 answer
I call you her, her
'Cause you're my tear, tear","28,507"
144,2학년,"눈 깜짝할 새 2학년이 돼
또 방아쇠를 당겨 'Cause time flowing fast
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it
*눈 깜짝할 새 2학년이 돼
꿈만 좇던 내가 이젠 무대에 불을 내*
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it
난 별로 달라진 게 없어 baby 가요계 2학년
아직 181 baby 마음의 키만 컸으
나름 학년 1등 Baby 받았어 신인상도
복도를 돌아다니다 보면 받아 새 후배들 인사도
이젠 좀 알 것 같애 리허설도 능숙하게
1년 후배도 생기고 이젠 좀 나도 나가는 거 같애
Ahhh 쉿 어.. 근데 눈앞에 5 6년차 선배들
(안녕하세요!) 그제야 느끼지 아직 멀기만 한 현재를
대중 선생님들은 작년까진 부담 안 줘
겨우 1학년 신인이라며 괜찮다며
나를 앉혀놓고 세상이 얼마나 차가운지
몇 가지 과목으로 알려줬지
선입견, 악플, 이중잣대, 욕설 그리고 무관심
선생님 여기도 수능이 있나요
1등하면 성공한 가수인가요
그런 것도 좋지만 음악이 하고 싶어요
일단 내 하고픈 대로 할게 날 좀 냅둬여
Work it out, work it out 24시간
Burn it up, burn it up 불태워 매 순간
이런저런 고민들은 뒤로
1년이 넘어가도 우리들은 오늘을 살어
눈 깜짝할 새 2학년이 돼
또 방아쇠를 당겨 'Cause time flowing fast
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it
*눈 깜짝할 새 2학년이 돼
꿈만 좇던 내가 이젠 무대에 불을 내*
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it
You might also like아 벌써 내가 2학년이 돼 (Oh no!)
눈 깜빡 할 새 시간은 빠르게 (Go go)
공부도 열심히 놀기도 열심히 Right
그렇게 1년이 기적이 이뤄진 것처럼 Bye
근데 어떡해? 괜시리 걱정돼
눈칫밥은 덜 먹겠지만 배울 과목은 진수성찬인데
쉴 때다 싶음 선생님이 말하지 잔소린 빵빵빵
“수능은 잘 봐야지!”
무슨 수능은 수능
선생님 우리도 사람이에요. 수긍해 수긍
오늘은 다 때려치고 후배들 놀리러나 가 볼까?
오늘 나 PC방으로 잠 못 자
Work it out, work it out 24시간
Burn it up, burn it up 불태워 매 순간
이런저런 고민들은 뒤로
1년이 넘어가도 우리들은 오늘을 살어
눈 깜짝할 새 2학년이 돼
또 방아쇠를 당겨 'Cause time flowing fast
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it
*눈 깜짝할 새 2학년이 돼
꿈만 좇던 내가 이젠 무대에 불을 내*
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it
2년차 랩퍼 점수를 매겨보자면
다행히 선방은 했어
아직은 애송이, 계속해서
달려와서 고작 2학년이 됐어
이상과 현실 사이의 걸리버
눈치 따윈 보지 않어 꼴리는 대로
막 나갈 겨 색안경 낀 꼰대들 내 앞으로 줄 맞춰
돌이켜보면 완전 피 말려
닥쳐 이제 난 2학년 이건 새 시대 시발점
꼭꼭 숨어라 내 잔머리가 다 보일라
선배든 후배든 선생이든 Get the out
눈 깜짝할 새 2학년이 돼
또 방아쇠를 당겨 'Cause time flowing fast
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it
*눈 깜짝할 새 2학년이 돼
꿈만 좇던 내가 이젠 무대에 불을 내*
(Still everyday) Bang it bang it, bang it bang it
(Still everyday) Bang it bang it, bang it bang it","28,299"
145,Outro : Love is Not Over,"이 시간이 널 따라 흐려지는 것 같아
왜 멀어져 가 왜
닿지 않을 만큼 가서
Tell me why 멀어져 가 why
니 눈엔 더 이상 내가 보이지 않니 uh
사랑이란 아프고 아픈 것 yeah
이별이란 아프고 더 아픈 것 같애
니가 없으면 난 안될 것 같아
사랑해줘 사랑해줘
다시 내 품으로 와줘
사랑이란 아프고 아픈 것 yeah
이별이란 아프고 더 아픈 것 같애
니가 없으면 난 안될 것 같아
사랑해줘 사랑해줘
다시 내 품으로 와줘
Love is not over, over, over
Love is not over, over, over
Love is not over, over, over
Love is not over, over, over
사랑이란 아프고 아픈 것 yeah
이별이란 아프고 더 아픈 것 같애You might also like","28,284"
146,Come Back Home,"Cause I'm comin' back home
난 지금 무엇을 찾으려고 애를 쓰는 걸까
난 지금 어디로 쉬지않고 흘러가는가
난 내 삶의 끝을 본 적이 있어 내 가슴속은 갑갑해졌어
내 삶을 막은 것은 나의 내일에 대한 두려움
Angry? Hungry? Yes, I'm hangry 매일이 되풀이, 미랜 개뿔이
나는 없었어 그리고 또 내일조차 없었어
아직 우린 젊기에 괜찮은 미래가 있기에
자 이제 그 차가운 눈물을 닦고 come back home
왜 시간을 허비해 내 피 땀들은 정직해
자 이제 그 트로피에 내 이름 박고 come back home
You must come back home
떠나간 마음보다 따뜻한
You must come back home
거칠은 인생속에
You must come back home
떠나간 마음보다 따뜻한
You must come back home
나를 완성하겠어
Come back to my home, come back home
Come back to my home, come back home (거칠은 인생속에)
Come back to my home, come back home
Come back to my home, come back home (나를 완성하겠어)
Hunnit band, hunnit band, hunnit band
가문의 영광 어머니께
또 내 식구들의 배, 터지게 부풀려주려
계속 열일해, 열일해, 열일해
친구들, 걱정 붙들어 매
우리들 앞길이 훤해
Started from the bottom and we still going up
난 더 많은것을 원해
아직 우린 젊기에 괜찮은 미래가 있기에
자 이제 그 차가운 눈물을 닦고 come back home
왜 시간을 허비해 내 피 땀들은 정직해
자 이제 그 트로피에 내 이름 박고 come back home
You must come back home
떠나간 마음보다 따뜻한
You must come back home
거칠은 인생속에
You must come back home
떠나간 마음보다 따뜻한
You must come back home
나를 완성하겠어
Oh, you must come back, you must come back
You must come back home (집에 돌아와)
You must come back, you must come back
You must come back home (집에 돌아와)
'Cause I'm comin' back home
You must come back home
떠나간 마음보다 따뜻한
You must come back home
거칠은 인생속에
You must come back home
떠나간 마음보다 따뜻한
You must come back home
나를 완성하겠어
Come back to my home, come back home
Come back to my home, come back home (거칠은 인생속에)
Come back to my home, come back home
Come back to my home, come back home (나를 완성하겠어)","27,657"
147,시차,"My life has been a movie, all the time
I ran to where the sun rises every single night
It's like I've been to someone's tomorrow
The boy who found the world too big
Keep on runnin' errday, pick the mic up
Friends ridin' subway, I'll be in the airplane mode
All over the world rock on, I made my own lotto
But is it too fast? There are traces of losses
Don't know what to do with, am I livin' this right?
Why am I alone in a different time and space?
Oh, I can't call ya, I can't hol' ya
Oh, I can't
And yes you know, yes you know
Oh, I can't call ya, I can't touch ya
Oh, I can't
Let me know
Can I someday finna find my time? (Yeah, finna find my time)
Finna find my time
Someday finna find my time
Oh, I think I was in yesterday
'Cause everybody walk too fast
I'm a little kid grown up not knowing it (Like a child who got lost)
This got me oh just trippin’
It feels I'm roaming over
Don't know what to do with, am I livin' this right?
Why am I alone in a different time and space?
Oh, I can't call ya, I can't hol' ya
Oh, I can't
And yes you know, yes you know
Oh, I can't call ya, I can't touch ya
Oh, I can't
Let me know
You might also likeCan I someday finna find my time? (Yeah, finna find my time)
Finna find my time (Yeah)
Someday finna find my time (Oh, yeah)
Sometimes when I'm gasping for air
I wear my hat low and keep running
Yeah, I don't gotta know where I go
Even if it's opposite of sun
One time for the present
Two time for the past
Happy that we met each other
Now 'til the very end
Oh, I will call ya, I will hol' ya
Oh I will
And yes you know, yes you know
Oh, I will call ya, I will touch ya
Oh, I will
And you know
Can I someday finna find my time? (Yeah)
Can I someday finna find my time?
Finna find my time (Yeah, oh, yeah)
Find my time (Someday finna find my time)
Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh","22,454"
149,Trivia 承 : Love,"(Yeah, yeah)
Is this love, yeah
Is this love, yeah
Sometimes I know, yeah
Sometimes I don't, yeah
이 다음 가사 음
뭐라고 쓸까 음
너무 많은 말이 날 돌지만
내 마음 같은 게 하나 없어
그냥 느껴져
해가 뜨고 나면 꼭 달이 뜨듯이
손톱이 자라듯, 겨울이 오면
나무들이 한 올 한 올 옷을 벗듯이
넌 나의 기억을 추억으로 바꿀 사람
사람을 사랑으로 만들 사람
널 알기 전
내 심장은 온통 직선뿐이던 거야
난 그냥 사람, 사람, 사람
넌 나의 모든 모서릴 잠식
나를 사랑, 사랑, 사랑
으로 만들어 만들어
우린 사람, 사람, 사람
저 무수히 많은 직선들 속
내 사랑, 사랑, 사랑
그 위에 살짝 앉음 하트가 돼
I live, so I love (I live, so I love)
I live, so I love (I live, so I love, yeah)
(Live and love, live and love)
(Live and love, live and love)
I live, so I love (I live, so I love)
I live, so I love (I live, so I love, yeah)
(Live and love, live and love)
(If it's love, I will love you)
You make I to an O
I to an O (I to an O)
너 땜에 알았어
왜 사람과 사랑이 비슷한 소리가 나는지
You make live to a love
Live to a love (Yeah)
너 땜에 알았어
왜 사람이 사랑을 하며 살아가야 하는지
I와 U의 거린 멀지만
Fuck, JKLMN-O-PQRST
모든 글잘 건너 내가 네게 닿았지
봐 내와 네도 똑같은 소리가 나잖아
그렇다고 내가 넌 아니지만
너의 책장의 일부가 되고파
너의 소설에 난 참견하고파
연인으로
You might also like난 그냥 사람, 사람, 사람
넌 나의 모든 모서릴 잠식
나를 사랑, 사랑, 사랑
으로 만들어 만들어
우린 사람, 사람, 사람
저 무수히 많은 직선들 속
내 사랑, 사랑, 사랑
그 위에 살짝 앉음 하트가 돼
I live, so I love (I live, so I love)
I live, so I love (I live, so I love, yeah)
(Live and love, live and love)
(Live and love, live and love)
I live, so I love (I live, so I love)
I live, so I love (I live, so I love, yeah)
(Live and love, live and love)
(If it's love, I will love you)
만약 내가 간다면 어떨까
내가 간다면 슬플까 넌 (No)
만약 내가 아니면 난 뭘까
결국 너도 날 떠날까
스치는 바람, 바람, 바람
(만 아니길 바랄 뿐)
흘러갈 사람, 사람, 사람
(만 아니길 바랄 뿐)
기분은 파랑, 파랑, 파랑
(머릿속은 온통 blue)
널 얼마나 마나 마나, yeah
얼마나 마나 마나, yeah
넌 나의 사람, 사람, 사람 (Yeah, yeah, yeah, yeah)
넌 나의 바람, 바람, 바람 (Yeah, yeah, yeah, yeah)
넌 나의 자랑, 자랑, 자랑 (Yeah, yeah, yeah, yeah)
넌 나의 사랑 (나의 사랑)
단 한 사랑 (단 한 사랑)
넌 나의 사람, 사람, 사람 (Yeah, yeah, yeah, yeah)
넌 나의 바람, 바람, 바람 (Yeah, yeah, yeah, yeah)
넌 나의 자랑, 자랑, 자랑 (Yeah, yeah, yeah, yeah)
넌 나의 사랑 (나의 사랑)
단 한 사랑 (단 한 사랑)
You know, we were always meant to be, destiny
I hope you feel the same with me, love","19,940"
